227746,325,SUB,70.0,2017-07-21,2020
224930,133,RCM,4.0,2014-07-05,2021
221346,262,SUB,11.0,"","Jun 30, 2019"
182689,363,SUB,6.0,2017-07-01,2020
232609,551,SUB,7.0,2013-01-01,2021
222369,348,SUB,3.0,2018-07-01,2022
212385,273,RES,31.0,2019-01-31,2021
204449,586,RES,2.0,2017-07-01,2020
187296,613,SUB,33.0,2019-01-01,2021
183712,609,ST,9.0,2016-01-01,2019
177568,369,LB,20.0,2016-07-07,2021
242336,183,LCM,37.0,"","Jun 30, 2019"
241312,565,SUB,52.0,2015-07-15,2020
235167,649,RES,20.0,2018-05-30,2021
230303,294,SUB,20.0,2018-01-01,2021
221599,444,SUB,2.0,2014-01-16,2023
155551,9,LM,21.0,2018-01-09,2020
209567,40,SUB,7.0,2018-06-10,2019
217502,676,GK,31.0,2013-07-01,2019
202654,687,SUB,4.0,2017-07-01,2019
245149,285,LS,17.0,2018-08-03,2021
240797,8,SUB,11.0,2017-07-01,2020
234653,532,SUB,8.0,2007-07-01,2019
190620,204,LB,3.0,2017-07-01,2019
246684,8,SUB,14.0,2018-12-25,2020
245148,285,RM,30.0,2018-08-03,2021
205720,452,SUB,32.0,2019-01-15,2019
204184,520,SUB,12.0,2011-07-01,2019
201112,687,GK,27.0,2017-06-22,2019
228759,15,LB,13.0,2014-07-01,2020
161943,432,RES,19.0,2018-09-03,2019
211095,9,SUB,44.0,2019-01-21,2019
246678,276,RES,32.0,2018-07-17,2019
232598,255,SUB,5.0,2018-07-18,2021
223638,270,SUB,27.0,"","Jun 30, 2019"
138390,469,LDM,8.0,2016-07-22,2019
193173,558,SUB,7.0,2018-08-03,2020
165269,369,ST,11.0,2016-08-21,2020
223125,190,LDM,8.0,2018-07-01,2020
220821,324,RCB,4.0,2018-01-01,2020
245396,207,SUB,89.0,2018-08-10,2023
179860,271,SUB,26.0,2018-01-05,2020
215700,600,RB,13.0,2018-07-30,2020
211604,665,GK,1.0,2014-07-22,2020
246675,51,SUB,9.0,2018-12-21,2023
240787,214,LCM,8.0,"","Jun 30, 2019"
237203,475,SUB,22.0,"","Dec 31, 2019"
169619,132,SUB,4.0,2017-01-13,2019
158867,132,RCB,5.0,2018-08-09,2019
216979,522,ST,9.0,2018-07-01,2020
211859,236,RB,34.0,2019-01-21,2020
247186,288,RES,27.0,2014-09-05,2020
241810,226,RES,36.0,2014-06-30,2020
223378,27,SUB,6.0,2015-07-24,2021
205202,687,LCB,14.0,2018-07-01,2020
246929,347,SUB,11.0,2019-01-16,2022
242577,17,RES,31.0,2018-07-01,2021
240273,482,RES,18.0,"","Jun 30, 2019"
234129,49,SUB,17.0,2015-05-21,2021
232849,255,SUB,25.0,2015-01-01,2021
221329,469,RB,23.0,2018-07-01,2020
204689,532,SUB,33.0,2018-07-01,2020
236432,158,SUB,29.0,2016-09-11,2021
228240,609,SUB,38.0,"","Jun 30, 2019"
189839,67,SUB,15.0,2017-06-01,2021
246927,660,RES,26.0,2018-01-17,2020
179855,109,SUB,9.0,2017-07-01,2019
235151,681,CDM,6.0,2017-01-25,2021
215695,621,RES,15.0,2018-01-29,2020
214415,460,GK,1.0,2019-01-09,2023
239754,339,LM,77.0,2019-02-01,2022
236938,204,RW,7.0,"","Jun 30, 2019"
221322,109,SUB,6.0,2017-07-11,2020
201353,169,RES,24.0,2018-02-07,2019
178312,582,RES,30.0,2017-07-12,2019
177544,236,SUB,4.0,2018-07-20,2020
162952,157,SUB,1.0,2016-01-13,2019
221576,329,RES,26.0,2017-07-24,2023
152456,473,GK,1.0,2018-07-01,2020
215688,645,RM,7.0,2017-07-01,2019
200840,446,RCB,5.0,2016-07-04,2019
177799,254,RB,31.0,2014-06-10,2021
225927,627,LB,18.0,"","Jun 30, 2019"
197511,39,RES,99.0,2018-10-30,2022
187782,24,SUB,28.0,2015-01-01,2019
243590,123,SUB,17.0,2018-07-01,2020
236678,453,RES,15.0,2016-07-08,2021
219782,77,LCB,30.0,2010-07-01,2020
244869,461,RM,8.0,2019-01-21,2021
165509,96,SUB,17.0,2019-01-31,2019
214917,547,SUB,17.0,2016-07-20,2023
211845,186,SUB,18.0,2017-07-05,2020
206469,532,LF,9.0,2018-07-13,2019
199301,630,LM,11.0,2018-01-30,2022
230532,37,SUB,49.0,"","Jun 30, 2019"
221316,192,LCB,3.0,2017-06-14,2023
212356,367,SUB,14.0,2018-07-01,2021
204420,2,LM,3.0,2018-07-01,2021
237187,196,SUB,2.0,2019-01-02,2021
232067,180,LM,33.0,2018-07-04,2021
163203,206,SUB,6.0,2016-01-07,2019
225667,172,ST,10.0,2019-01-01,2023
212099,262,RCM,8.0,2016-01-14,2020
191874,343,RCB,17.0,2015-01-05,2021
237698,395,RES,42.0,2015-07-27,2019
224130,382,GK,1.0,2017-07-01,2019
217730,224,SUB,8.0,2013-07-01,2019
186753,515,LB,24.0,2015-07-23,2019
240513,508,LDM,27.0,"","Jun 30, 2019"
224129,469,SUB,22.0,2018-07-01,2019
223873,244,RES,26.0,2015-01-01,2019
233088,330,SUB,33.0,2016-01-04,2021
232832,153,RB,24.0,2016-01-04,2021
155264,591,LCB,4.0,2018-03-07,2019
245371,662,SUB,23.0,2018-07-23,2021
179579,683,SUB,6.0,2016-07-01,2019
165243,627,RCB,3.0,2017-07-24,2019
223867,537,LF,11.0,2017-07-01,2023
222843,505,RES,19.0,2016-01-19,2020
221819,611,SUB,30.0,2018-02-12,2021
216699,53,RES,60.0,2014-03-18,2019
223866,531,LCM,8.0,2014-07-01,2019
221562,626,SUB,42.0,"","Jun 30, 2019"
216442,257,CAM,21.0,2017-07-01,2020
194937,132,LCB,6.0,2017-07-04,2019
241273,66,LB,33.0,2017-09-23,2020
237177,44,RDM,18.0,2017-01-14,2021
229753,241,RES,13.0,2018-08-31,2021
239224,586,SUB,28.0,2017-04-27,2021
228216,185,SUB,91.0,2019-01-30,2019
213368,353,SUB,6.0,2016-08-31,2019
209784,149,RB,23.0,2017-06-15,2022
207992,569,SUB,22.0,2019-01-01,2021
179831,206,ST,23.0,2019-01-05,2021
233079,195,LDM,16.0,2016-02-16,2021
228983,663,RCB,23.0,2015-07-01,2021
226679,268,SUB,22.0,2015-01-05,2021
223607,117,RES,15.0,2017-07-01,2019
222583,680,RB,23.0,2017-01-13,2019
246646,440,SUB,25.0,2018-12-14,2021
227446,558,SUB,10.0,2019-01-02,2021
219254,549,SUB,20.0,2018-07-23,2019
244341,164,SUB,97.0,2017-07-01,2019
163445,382,LCM,8.0,2018-01-11,2020
216693,95,LB,7.0,2018-08-31,2023
229236,242,SUB,3.0,2015-07-01,2020
222836,478,SUB,18.0,2018-05-17,2021
215412,336,SUB,25.0,"","Jun 30, 2019"
210804,39,LCB,12.0,2017-06-27,2019
243571,586,SUB,18.0,2018-07-01,2021
215410,592,SUB,5.0,2014-07-01,2019
202866,168,CAM,20.0,2019-02-12,2022
238961,579,LB,8.0,2015-08-01,2021
237681,255,SUB,15.0,2017-05-05,2020
235377,112,SUB,77.0,2017-08-31,2020
234097,121,ST,23.0,2019-01-22,2019
164465,558,RWB,4.0,"","Jun 30, 2019"
205937,675,SUB,7.0,2017-07-01,2019
199787,236,LDM,22.0,2019-01-31,2020
189802,108,SUB,14.0,2012-06-01,2019
241002,315,RS,11.0,2017-08-25,2021
235370,386,RW,21.0,2018-07-01,2021
169578,96,SUB,25.0,2019-01-23,2019
224361,476,SUB,14.0,2019-01-01,2021
218985,402,SUB,6.0,2018-06-22,2020
209001,37,SUB,45.0,2019-01-19,2022
232296,123,RB,18.0,2017-07-14,2020
225896,455,SUB,5.0,"",""
210792,31,SUB,26.0,2017-07-02,2022
181095,586,SUB,37.0,2019-01-14,2021
49511,380,LCB,13.0,2002-02-22,2019
238951,229,RDM,9.0,2013-07-01,2020
218471,552,CM,13.0,"","Oct 14, 2019"
187494,162,SUB,16.0,2019-01-01,2019
236390,286,SUB,23.0,2016-07-06,2020
238693,357,SUB,11.0,2018-07-01,2020
225893,455,SUB,21.0,"",""
225381,373,RCM,4.0,2018-08-03,2021
222565,601,SUB,14.0,2018-07-11,2023
213604,67,RCM,19.0,2011-07-09,2023
195427,478,SUB,20.0,2019-01-03,2022
240227,138,SUB,24.0,2017-07-01,2021
233315,308,RM,9.0,2018-09-16,2021
232291,14,SUB,11.0,2018-01-09,2020
224099,268,SUB,2.0,"","Jun 30, 2019"
210275,257,SUB,10.0,2017-07-01,2019
244834,192,ST,16.0,2018-07-06,2021
173666,222,LM,8.0,2018-07-02,2019
222306,297,LB,11.0,2018-01-18,2022
219746,67,SUB,30.0,2019-01-01,2022
213090,40,RCB,5.0,2015-07-16,2020
212066,601,LM,23.0,2018-03-01,2022
210786,38,SUB,49.0,2016-07-25,2020
188257,588,SUB,24.0,2013-07-08,2021
179808,162,SUB,20.0,"","Jun 30, 2019"
232800,470,SUB,39.0,2019-01-05,2021
231264,634,SUB,21.0,"","Jun 30, 2019"
229472,579,SUB,7.0,"","Jun 30, 2019"
162144,270,SUB,4.0,2013-01-01,2020
224095,595,SUB,26.0,2017-08-16,2021
197983,685,RCB,15.0,2016-08-01,2019
